model,feature,mean_abs_attribution,point_rank,in_top10_frequency,rank_ci_low,rank_median,rank_ci_high
LR,LIVE_CITY_NOT_WORK_CITY,0.030790481716394424,24,0.0,24.0,24.0,26.0
LR,REGION_RATING_CLIENT,0.030150121077895164,25,0.0,24.0,25.0,26.0
LR,DEF_30_CNT_SOCIAL_CIRCLE,0.029066186398267746,26,0.0,24.0,26.0,29.0
LR,DAYS_REGISTRATION,0.028040515258908272,27,0.0,26.0,27.0,29.0
LR,NAME_HOUSING_TYPE,0.02754894271492958,28,0.0,26.0,28.0,30.0
LR,REG_CITY_NOT_WORK_CITY,0.027229828760027885,29,0.0,27.0,29.0,30.0
LR,AMT_REQ_CREDIT_BUREAU_QRT,0.026946431025862694,30,0.0,26.0,30.0,30.0
LR,AMT_INCOME_TOTAL,0.01998800039291382,31,0.0,31.0,31.0,32.0
LR,DEF_60_CNT_SOCIAL_CIRCLE,0.018617497757077217,32,0.0,32.0,32.0,34.0
LR,REGION_POPULATION_RELATIVE,0.01848025992512703,33,0.0,32.0,33.0,34.0
LR,FLAG_DOCUMENT_8,0.015380016528069973,34,0.0,34.0,35.0,36.0
LR,NAME_TYPE_SUITE,0.015200147405266762,35,0.0,34.0,35.0,37.0
LR,OBS_30_CNT_SOCIAL_CIRCLE,0.014448367059230804,36,0.0,35.0,36.0,37.0
LR,CNT_CHILDREN,0.01385768223553896,37,0.0,36.0,37.0,38.0
LR,AMT_REQ_CREDIT_BUREAU_YEAR,0.013091452419757843,38,0.0,38.0,39.0,41.0
LR,FLAG_EMP_PHONE,0.012959438376128674,39,0.0,38.0,39.0,41.0
LR,OBS_60_CNT_SOCIAL_CIRCLE,0.012479922734200954,40,0.0,39.0,41.0,43.0
LR,HOUR_APPR_PROCESS_START,0.01220985222607851,41,0.0,40.0,42.0,43.0
LR,AMT_REQ_CREDIT_BUREAU_MON,0.01194174773991108,42,0.0,38.0,42.0,44.0
LR,FLAG_DOCUMENT_18,0.011092761531472206,43,0.0,38.0,44.0,47.0
LR,LIVE_REGION_NOT_WORK_REGION,0.010953527875244617,44,0.0,42.0,44.0,46.0
LR,DAYS_EMPLOYED_ANOM,0.010456825606524944,45,0.0,43.0,45.0,46.0
LR,NAME_CONTRACT_TYPE,0.009540441446006298,46,0.0,45.0,46.0,48.0
LR,FLAG_DOCUMENT_10,0.008464369922876358,47,0.0,31.0,48.0,65.0
LR,FLAG_EMAIL,0.008212548680603504,48,0.0,47.0,48.0,49.0
LR,FLAG_DOCUMENT_16,0.007638089824467897,49,0.0,45.0,49.0,52.0
LR,REG_REGION_NOT_WORK_REGION,0.006478315684944391,50,0.0,48.0,50.0,51.0
LR,FLAG_OWN_REALTY,0.005627548787742853,51,0.0,50.0,51.0,53.0
LR,REG_REGION_NOT_LIVE_REGION,0.005169403739273548,52,0.0,50.0,52.0,54.0
LR,FLAG_DOCUMENT_14,0.005093378014862537,53,0.0,48.0,52.0,56.0
LR,AMT_REQ_CREDIT_BUREAU_WEEK,0.003475482575595379,54,0.0,53.0,54.0,56.0
LR,FLAG_DOCUMENT_13,0.0034029267262667418,55,0.0,50.0,54.0,57.0
LR,FLAG_DOCUMENT_5,0.00289772916585207,56,0.0,53.0,55.0,57.0
LR,AMT_REQ_CREDIT_BUREAU_DAY,0.0020108160097151995,57,0.0,55.0,57.0,58.0
LR,FLAG_DOCUMENT_15,0.0010647709714248776,58,0.0,56.0,58.0,64.0
LR,FLAG_DOCUMENT_11,0.0006454729591496289,59,0.0,57.0,59.0,63.0
LR,FLAG_CONT_MOBILE,0.0005558873526751995,60,0.0,57.0,60.0,64.0
LR,FLAG_DOCUMENT_21,0.0005071368650533259,61,0.0,57.0,60.0,64.0
LR,CNT_FAM_MEMBERS,0.00048453500494360924,62,0.0,59.0,61.0,63.0
LR,AMT_REQ_CREDIT_BUREAU_HOUR,0.0004756492853630334,63,0.0,58.0,61.0,63.0
LR,FLAG_DOCUMENT_19,0.00017218255379702896,64,0.0,59.0,64.0,66.0
LR,FLAG_DOCUMENT_9,7.020528573775664e-05,65,0.0,63.0,64.0,66.0
LR,FLAG_DOCUMENT_4,3.6725692163769825e-19,66,0.0,64.0,66.0,66.0
LR,FLAG_DOCUMENT_2,2.130618088354733e-19,67,0.0,67.0,67.0,67.0
LR,FLAG_DOCUMENT_17,1.8081503860979728e-19,68,0.0,68.0,68.0,68.0
LR,FLAG_DOCUMENT_20,1.5514660315120821e-19,69,0.0,69.0,69.0,69.0
LR,FLAG_DOCUMENT_7,1.3637433368538252e-19,70,0.0,70.0,70.0,70.0
LR,FLAG_DOCUMENT_12,9.8457330833535e-20,71,0.0,71.0,71.0,71.0
LR,FLAG_MOBIL,5.969081349259552e-20,72,0.0,72.0,72.0,72.0
EBM,AMT_GOODS_PRICE,0.5717008709907532,1,1.0,1.0,1.0,1.0
EBM,AMT_CREDIT,0.5538086891174316,2,1.0,2.0,2.0,2.0
EBM,EXT_SOURCE_3,0.38064342737197876,3,1.0,3.0,3.0,3.0
EBM,EXT_SOURCE_2,0.3480975329875946,4,1.0,4.0,4.0,4.0
EBM,CODE_GENDER,0.16366204619407654,5,1.0,5.0,5.0,5.0
EBM,ORGANIZATION_TYPE,0.1302364319562912,6,1.0,6.0,6.0,7.0
EBM,OCCUPATION_TYPE,0.12885445356369019,7,1.0,6.0,7.0,7.0
EBM,NAME_EDUCATION_TYPE,0.1195531114935875,8,1.0,8.0,8.0,9.0
